from;to;migration
Egypt;Jordan;42730
Egypt;Bahrain;28484
Egypt;Canada;24505
Egypt;Qatar;21079
Egypt;Oman;20028
Egypt;Lebanon;14000
Egypt;United Kingdom;13877
Egypt;Australia;13583
Egypt;Palestine;12757
Egypt;France;12051
Egypt;Germany;11718
Egypt;Greece;10976
Egypt;Syria;9903
Egypt;Sudan;8880
Egypt;Iraq;8485
Egypt;Israel;7620
Egypt;Austria;6709
Egypt;Libya;6703
Egypt;Netherlands;5894
Egypt;Sweden;4007
Egypt;Turkey;2986
Egypt;South Sudan;2951
Egypt;South Africa;2845
Egypt;Switzerland;2500
Egypt;Spain;2403
Egypt;Belgium;2276
Egypt;Cyprus;1948
Egypt;Yemen;1547
Egypt;Brazil;1546
Egypt;Somalia;1497
Egypt;Hungary;1455
Egypt;Russia;1321
Egypt;Ethiopia;1127
Egypt;Macedonia;977
Egypt;Finland;850
Egypt;Morocco;832
Egypt;Czech Republic;817
Egypt;Malta;745
Egypt;Japan;678
Egypt;Denmark;677
Egypt;Norway;645
Egypt;New Zealand;636
Egypt;Tunisia;621
Egypt;Romania;555
Egypt;Eritrea;400
Egypt;Poland;361
Egypt;Luxembourg;339
Egypt;Bulgaria;308
Egypt;Nigeria;257
Egypt;Ireland;256
Egypt;Mali;245
Egypt;Indonesia;227
Egypt;Malaysia;220
Egypt;Portugal;198
Egypt;Slovakia;169
Egypt;Estonia;146
Egypt;Philippines;143
Egypt;Algeria;140
Egypt;Niger;136
Egypt;Croatia;117
Egypt;Venezuela;117
Egypt;Mauritania;106
Egypt;Uganda;105
Egypt;Cameroon;103
Egypt;India;102
Egypt;Thailand;89
Egypt;Mexico;78
Egypt;Chad;77
Egypt;Argentina;76
Egypt;Kenya;76
Egypt;Slovenia;74
Egypt;Ghana;73
Egypt;Comoros;66
Egypt;Ivory Coast;65
Egypt;China;62
Egypt;Latvia;61
Egypt;Zambia;59
Egypt;Lithuania;52
Egypt;Namibia;48
Egypt;Pakistan;48
Egypt;Djibouti;42
Egypt;Ukraine;42
Egypt;Serbia;39
Egypt;Maldives;37
Egypt;Senegal;37
Egypt;Benin;32
Egypt;Sri Lanka;32
Egypt;Kazakhstan;31
Egypt;Belarus;28
Egypt;South Korea;27
Egypt;Armenia;25
Egypt;Panama;24
Egypt;Ecuador;23
Egypt;DR Congo;21
Egypt;Singapore;21
Egypt;Bangladesh;20
Egypt;Guinea;20
Egypt;Iceland;19
Egypt;Peru;18
Egypt;Central African Republic;16
Egypt;Guatemala;16
Egypt;Iran;16
Egypt;Uzbekistan;16
Egypt;Afghanistan;15
Egypt;Bahamas;15
Egypt;El Salvador;15
Egypt;Tajikistan;13
Egypt;Gabon;12
Egypt;Tanzania;11
Egypt;North Korea;9
Egypt;Togo;9
Egypt;Albania;8
Egypt;Colombia;8
Egypt;Guinea-Bissau;8
Egypt;Bolivia;7
Egypt;Burkina Faso;7
Egypt;Congo;7
Egypt;Mayotte;7
Egypt;Kyrgyzstan;6
Egypt;Moldova;6
Egypt;Sierra Leone;6
Egypt;Brunei;5
Egypt;Madagascar;5
Egypt;Turkmenistan;5
Egypt;Azerbaijan;4
Egypt;Bosnia & Herzegovina;4
Egypt;Costa Rica;4
Egypt;Liberia;4
Egypt;Mozambique;4
Egypt;Rwanda;4
Egypt;Angola;3
Egypt;Burundi;3
Egypt;Chile;3
Egypt;Gambia;3
Egypt;Malawi;2
Egypt;Mongolia;2
Egypt;Puerto Rico;2
Egypt;Zimbabwe;2
Egypt;Equatorial Guinea;1
Egypt;Hong Kong;1
Egypt;Myanmar;1
Egypt;Reunion;1
Egypt;Aruba;0
Egypt;Barbados;0
Egypt;Belize;0
Egypt;Bhutan;0
Egypt;Botswana;0
Egypt;Cambodia;0
Egypt;Cape Verde;0
Egypt;Channel Islands;0
Egypt;Cuba;0
Egypt;Dominican Republic;0
Egypt;Egypt;0
Egypt;Fiji;0
Egypt;French Guiana;0
Egypt;French Polynesia;0
Egypt;Georgia;0
Egypt;Grenada;0
Egypt;Guadeloupe;0
Egypt;Guam;0
Egypt;Guyana;0
Egypt;Haiti;0
Egypt;Honduras;0
Egypt;Jamaica;0
Egypt;Laos;0
Egypt;Lesotho;0
Egypt;Macao;0
Egypt;Martinique;0
Egypt;Mauritius;0
Egypt;Micronesia;0
Egypt;Montenegro;0
Egypt;Nepal;0
Egypt;New Caledonia;0
Egypt;Nicaragua;0
Egypt;Papua New Guinea;0
Egypt;Paraguay;0
Egypt;Saint Lucia;0
Egypt;Saint Vincent & Grenadines;0
Egypt;Samoa;0
Egypt;Sao Tome & Principe;0
Egypt;Solomon Islands;0
Egypt;Suriname;0
Egypt;Swaziland;0
Egypt;Timor-Leste;0
Egypt;Tonga;0
Egypt;Trinidad & Tobago;0
Egypt;Uruguay;0
Egypt;Vanuatu;0
Egypt;Vietnam;0
Egypt;Virgin Islands;0
Egypt;Western Sahara;0
El Salvador;United States;295591
El Salvador;Canada;11035
El Salvador;Guatemala;9612
El Salvador;Mexico;8202
El Salvador;Italy;6548
El Salvador;Honduras;5387
El Salvador;Spain;5361
El Salvador;Belize;2376
El Salvador;Costa Rica;2241
El Salvador;Australia;1482
El Salvador;Nicaragua;1090
El Salvador;Panama;807
El Salvador;Belgium;616
El Salvador;Sweden;557
El Salvador;United Kingdom;548
El Salvador;Venezuela;500
El Salvador;Germany;456
El Salvador;Colombia;434
El Salvador;France;274
El Salvador;Switzerland;256
El Salvador;Netherlands;137
El Salvador;Peru;130
El Salvador;Brazil;111
El Salvador;Libya;84
El Salvador;Ecuador;80
El Salvador;Egypt;68
El Salvador;Dominican Republic;66
El Salvador;Romania;61
El Salvador;Norway;52
El Salvador;Luxembourg;49
El Salvador;Austria;40
El Salvador;Argentina;39
El Salvador;Chile;38
El Salvador;Bolivia;35
El Salvador;Jamaica;31
El Salvador;China;30
El Salvador;Czech Republic;30
El Salvador;Denmark;28
El Salvador;Portugal;27
El Salvador;Finland;26
El Salvador;Bahamas;24
El Salvador;Puerto Rico;18
El Salvador;Cuba;15
El Salvador;South Korea;15
El Salvador;Iceland;12
El Salvador;Greece;11
El Salvador;Hungary;9
El Salvador;Uruguay;8
El Salvador;Bulgaria;7
El Salvador;Israel;7
El Salvador;Japan;7
El Salvador;Ireland;6
El Salvador;Barbados;4
El Salvador;Estonia;4
El Salvador;Palestine;3
El Salvador;Russia;3
El Salvador;Ukraine;3
El Salvador;Iran;2
El Salvador;Jordan;2
El Salvador;Philippines;2
El Salvador;Bangladesh;1
El Salvador;Cyprus;1
El Salvador;Guyana;1
El Salvador;Hong Kong;1
El Salvador;India;1
El Salvador;Kazakhstan;1
El Salvador;Paraguay;1
El Salvador;Slovenia;1
El Salvador;South Africa;1
El Salvador;Trinidad & Tobago;1
El Salvador;Afghanistan;0
El Salvador;Albania;0
El Salvador;Algeria;0
El Salvador;Angola;0
El Salvador;Armenia;0
El Salvador;Aruba;0
El Salvador;Azerbaijan;0
El Salvador;Bahrain;0
El Salvador;Belarus;0
El Salvador;Benin;0
El Salvador;Bhutan;0
El Salvador;Bosnia & Herzegovina;0
El Salvador;Botswana;0
El Salvador;Brunei;0
El Salvador;Burkina Faso;0
El Salvador;Burundi;0
El Salvador;Cambodia;0
El Salvador;Cameroon;0
El Salvador;Cape Verde;0
El Salvador;Central African Republic;0
El Salvador;Chad;0
El Salvador;Channel Islands;0
El Salvador;Comoros;0
El Salvador;Congo;0
El Salvador;Croatia;0
El Salvador;Djibouti;0
El Salvador;DR Congo;0
El Salvador;El Salvador;0
El Salvador;Equatorial Guinea;0
El Salvador;Eritrea;0
El Salvador;Ethiopia;0
El Salvador;Fiji;0
El Salvador;French Guiana;0
El Salvador;French Polynesia;0
El Salvador;Gabon;0
El Salvador;Gambia;0
El Salvador;Georgia;0
El Salvador;Ghana;0
El Salvador;Grenada;0
El Salvador;Guadeloupe;0
El Salvador;Guam;0
El Salvador;Guinea;0
El Salvador;Guinea-Bissau;0
El Salvador;Haiti;0
El Salvador;Indonesia;0
El Salvador;Iraq;0
El Salvador;Ivory Coast;0
El Salvador;Kenya;0
El Salvador;Kuwait;0
El Salvador;Kyrgyzstan;0
El Salvador;Laos;0
El Salvador;Latvia;0
El Salvador;Lebanon;0
El Salvador;Lesotho;0
El Salvador;Liberia;0
El Salvador;Lithuania;0
El Salvador;Macao;0
El Salvador;Macedonia;0
El Salvador;Madagascar;0
El Salvador;Malawi;0
El Salvador;Malaysia;0
El Salvador;Maldives;0
El Salvador;Mali;0
El Salvador;Malta;0
El Salvador;Martinique;0
El Salvador;Mauritania;0
El Salvador;Mauritius;0
El Salvador;Mayotte;0
El Salvador;Micronesia;0
El Salvador;Moldova;0
El Salvador;Mongolia;0
El Salvador;Montenegro;0
El Salvador;Morocco;0
El Salvador;Mozambique;0
El Salvador;Myanmar;0
El Salvador;Namibia;0
El Salvador;Nepal;0
El Salvador;New Caledonia;0
El Salvador;New Zealand;0
El Salvador;Niger;0
El Salvador;Nigeria;0
El Salvador;North Korea;0
El Salvador;Oman;0
El Salvador;Pakistan;0
El Salvador;Papua New Guinea;0
El Salvador;Poland;0
El Salvador;Qatar;0
El Salvador;Reunion;0
El Salvador;Rwanda;0
El Salvador;Saint Lucia;0
El Salvador;Saint Vincent & Grenadines;0
El Salvador;Samoa;0
El Salvador;Sao Tome & Principe;0
El Salvador;Saudi Arabia;0
El Salvador;Senegal;0
El Salvador;Serbia;0
El Salvador;Sierra Leone;0
El Salvador;Singapore;0
El Salvador;Slovakia;0
El Salvador;Solomon Islands;0
El Salvador;Somalia;0
El Salvador;South Sudan;0
El Salvador;Sri Lanka;0
El Salvador;Sudan;0
El Salvador;Suriname;0
El Salvador;Swaziland;0
El Salvador;Syria;0
El Salvador;Tajikistan;0
El Salvador;Tanzania;0
El Salvador;Thailand;0
El Salvador;Timor-Leste;0
El Salvador;Togo;0
El Salvador;Tonga;0
El Salvador;Tunisia;0
El Salvador;Turkey;0
El Salvador;Turkmenistan;0
El Salvador;Uganda;0
El Salvador;United Arab Emirates;0
El Salvador;Uzbekistan;0
El Salvador;Vanuatu;0
El Salvador;Vietnam;0
El Salvador;Virgin Islands;0
El Salvador;Western Sahara;0
El Salvador;Yemen;0
El Salvador;Zambia;0
El Salvador;Zimbabwe;0
Equatorial Guinea;Gabon;6814
Equatorial Guinea;Spain;1765
Equatorial Guinea;Guinea;811
Equatorial Guinea;France;410
Equatorial Guinea;Cameroon;355
Equatorial Guinea;Congo;120
Equatorial Guinea;Sao Tome & Principe;118
Equatorial Guinea;Mali;67
Equatorial Guinea;Portugal;32
Equatorial Guinea;Nigeria;30
Equatorial Guinea;United Kingdom;19
Equatorial Guinea;Italy;15
Equatorial Guinea;Romania;14
Equatorial Guinea;Belgium;11
Equatorial Guinea;Russia;9
Equatorial Guinea;Switzerland;9
Equatorial Guinea;Togo;8
Equatorial Guinea;Brazil;6
Equatorial Guinea;Canada;6
Equatorial Guinea;Angola;4
Equatorial Guinea;Netherlands;4
Equatorial Guinea;Sweden;4
Equatorial Guinea;Germany;2
Equatorial Guinea;Iceland;2
Equatorial Guinea;United States;2
Equatorial Guinea;Austria;1
Equatorial Guinea;Cape Verde;1
Equatorial Guinea;Denmark;1
Equatorial Guinea;Finland;1
Equatorial Guinea;Greece;1
Equatorial Guinea;Luxembourg;1
Equatorial Guinea;Norway;1
Equatorial Guinea;Reunion;1
Equatorial Guinea;Afghanistan;0
Equatorial Guinea;Albania;0
Equatorial Guinea;Algeria;0
Equatorial Guinea;Argentina;0
Equatorial Guinea;Armenia;0
Equatorial Guinea;Aruba;0
Equatorial Guinea;Australia;0
Equatorial Guinea;Azerbaijan;0
Equatorial Guinea;Bahamas;0
Equatorial Guinea;Bahrain;0
Equatorial Guinea;Bangladesh;0
Equatorial Guinea;Barbados;0
Equatorial Guinea;Belarus;0
Equatorial Guinea;Belize;0
Equatorial Guinea;Benin;0
Equatorial Guinea;Bhutan;0
Equatorial Guinea;Bolivia;0
Equatorial Guinea;Bosnia & Herzegovina;0
Equatorial Guinea;Botswana;0
Equatorial Guinea;Brunei;0
Equatorial Guinea;Bulgaria;0
Equatorial Guinea;Burkina Faso;0
Equatorial Guinea;Burundi;0
Equatorial Guinea;Cambodia;0
Equatorial Guinea;Central African Republic;0
Equatorial Guinea;Chad;0
Equatorial Guinea;Channel Islands;0
Equatorial Guinea;Chile;0
Equatorial Guinea;China;0
Equatorial Guinea;Colombia;0
Equatorial Guinea;Comoros;0
Equatorial Guinea;Costa Rica;0
Equatorial Guinea;Croatia;0
Equatorial Guinea;Cuba;0
Equatorial Guinea;Cyprus;0
Equatorial Guinea;Czech Republic;0
Equatorial Guinea;Djibouti;0
Equatorial Guinea;Dominican Republic;0
Equatorial Guinea;DR Congo;0
Equatorial Guinea;Ecuador;0
Equatorial Guinea;Egypt;0
Equatorial Guinea;El Salvador;0
Equatorial Guinea;Equatorial Guinea;0
Equatorial Guinea;Eritrea;0
Equatorial Guinea;Estonia;0
Equatorial Guinea;Ethiopia;0
Equatorial Guinea;Fiji;0
Equatorial Guinea;French Guiana;0
Equatorial Guinea;French Polynesia;0
Equatorial Guinea;Gambia;0
Equatorial Guinea;Georgia;0
Equatorial Guinea;Ghana;0
Equatorial Guinea;Grenada;0
Equatorial Guinea;Guadeloupe;0
Equatorial Guinea;Guam;0
Equatorial Guinea;Guatemala;0
Equatorial Guinea;Guinea-Bissau;0
Equatorial Guinea;Guyana;0
Equatorial Guinea;Haiti;0
Equatorial Guinea;Honduras;0
Equatorial Guinea;Hong Kong;0
Equatorial Guinea;Hungary;0
Equatorial Guinea;India;0
Equatorial Guinea;Indonesia;0
Equatorial Guinea;Iran;0
Equatorial Guinea;Iraq;0
Equatorial Guinea;Ireland;0
Equatorial Guinea;Israel;0
Equatorial Guinea;Ivory Coast;0
Equatorial Guinea;Jamaica;0
Equatorial Guinea;Japan;0
Equatorial Guinea;Jordan;0
Equatorial Guinea;Kazakhstan;0
Equatorial Guinea;Kenya;0
Equatorial Guinea;Kuwait;0
Equatorial Guinea;Kyrgyzstan;0
Equatorial Guinea;Laos;0
Equatorial Guinea;Latvia;0
Equatorial Guinea;Lebanon;0
Equatorial Guinea;Lesotho;0
Equatorial Guinea;Liberia;0
Equatorial Guinea;Libya;0
Equatorial Guinea;Lithuania;0
Equatorial Guinea;Macao;0
Equatorial Guinea;Macedonia;0
Equatorial Guinea;Madagascar;0
Equatorial Guinea;Malawi;0
Equatorial Guinea;Malaysia;0
Equatorial Guinea;Maldives;0
Equatorial Guinea;Malta;0
Equatorial Guinea;Martinique;0
Equatorial Guinea;Mauritania;0
Equatorial Guinea;Mauritius;0
Equatorial Guinea;Mayotte;0
Equatorial Guinea;Mexico;0
Equatorial Guinea;Micronesia;0
Equatorial Guinea;Moldova;0
Equatorial Guinea;Mongolia;0
Equatorial Guinea;Montenegro;0
Equatorial Guinea;Morocco;0
Equatorial Guinea;Mozambique;0
Equatorial Guinea;Myanmar;0
Equatorial Guinea;Namibia;0
Equatorial Guinea;Nepal;0
Equatorial Guinea;New Caledonia;0
Equatorial Guinea;New Zealand;0
Equatorial Guinea;Nicaragua;0
Equatorial Guinea;Niger;0
Equatorial Guinea;North Korea;0
Equatorial Guinea;Oman;0
Equatorial Guinea;Pakistan;0
Equatorial Guinea;Palestine;0
Equatorial Guinea;Panama;0
Equatorial Guinea;Papua New Guinea;0
Equatorial Guinea;Paraguay;0
Equatorial Guinea;Peru;0
Equatorial Guinea;Philippines;0
Equatorial Guinea;Poland;0
Equatorial Guinea;Puerto Rico;0
Equatorial Guinea;Qatar;0
Equatorial Guinea;Rwanda;0
Equatorial Guinea;Saint Lucia;0
Equatorial Guinea;Saint Vincent & Grenadines;0
Equatorial Guinea;Samoa;0
Equatorial Guinea;Saudi Arabia;0
Equatorial Guinea;Senegal;0
Equatorial Guinea;Serbia;0
Equatorial Guinea;Sierra Leone;0
Equatorial Guinea;Singapore;0
Equatorial Guinea;Slovakia;0
Equatorial Guinea;Slovenia;0
Equatorial Guinea;Solomon Islands;0
Equatorial Guinea;Somalia;0
Equatorial Guinea;South Africa;0
Equatorial Guinea;South Korea;0
Equatorial Guinea;South Sudan;0
Equatorial Guinea;Sri Lanka;0
Equatorial Guinea;Sudan;0
Equatorial Guinea;Suriname;0
Equatorial Guinea;Swaziland;0
Equatorial Guinea;Syria;0
Equatorial Guinea;Tajikistan;0
Equatorial Guinea;Tanzania;0
Equatorial Guinea;Thailand;0
Equatorial Guinea;Timor-Leste;0
Equatorial Guinea;Tonga;0
Equatorial Guinea;Trinidad & Tobago;0
Equatorial Guinea;Tunisia;0
Equatorial Guinea;Turkey;0
Equatorial Guinea;Turkmenistan;0
Equatorial Guinea;Uganda;0
Equatorial Guinea;Ukraine;0
Equatorial Guinea;United Arab Emirates;0
Equatorial Guinea;Uruguay;0
Equatorial Guinea;Uzbekistan;0
Equatorial Guinea;Vanuatu;0
Equatorial Guinea;Venezuela;0
Equatorial Guinea;Vietnam;0
Equatorial Guinea;Virgin Islands;0
Equatorial Guinea;Western Sahara;0
Equatorial Guinea;Yemen;0
Equatorial Guinea;Zambia;0
Equatorial Guinea;Zimbabwe;0
Eritrea;Ethiopia;47341
Eritrea;Sudan;40065
Eritrea;Germany;37886
Eritrea;United States;24330
Eritrea;Sweden;18920
Eritrea;Switzerland;13991
Eritrea;Egypt;13705
Eritrea;Norway;10986
Eritrea;Uganda;8146
Eritrea;Italy;6734
Eritrea;France;5254
Eritrea;Netherlands;4661
Eritrea;Canada;4434
Eritrea;United Kingdom;3943
Eritrea;Qatar;3166
Eritrea;Denmark;2675
Eritrea;Belgium;2297
Eritrea;United Arab Emirates;1941
Eritrea;Australia;1714
Eritrea;South Sudan;1448
Eritrea;Libya;1384
Eritrea;Greece;1089
Eritrea;Malta;969
Eritrea;Finland;794
Eritrea;Luxembourg;715
Eritrea;Kuwait;524
Eritrea;South Africa;465
Eritrea;Bahrain;462
Eritrea;DR Congo;365
Eritrea;Kenya;326
Eritrea;Iraq;297
Eritrea;Somalia;278
Eritrea;Yemen;206
Eritrea;Austria;205
Eritrea;Burundi;183
Eritrea;Mozambique;145
Eritrea;Malawi;108
Eritrea;Angola;81
Eritrea;Spain;70
Eritrea;Rwanda;61
Eritrea;Slovenia;61
Eritrea;Tanzania;60
Eritrea;Portugal;55
Eritrea;Romania;55
Eritrea;Zambia;49
Eritrea;Zimbabwe;33
Eritrea;Lithuania;27
Eritrea;Poland;22
Eritrea;Comoros;21
Eritrea;Jordan;21
Eritrea;Hungary;20
Eritrea;China;16
Eritrea;Bulgaria;14
Eritrea;India;14
Eritrea;Ireland;13
Eritrea;Venezuela;13
Eritrea;Djibouti;10
Eritrea;Mayotte;7
Eritrea;Madagascar;6
Eritrea;Brazil;5
Eritrea;Latvia;5
Eritrea;Algeria;3
Eritrea;Czech Republic;3
Eritrea;Guinea;3
Eritrea;Congo;2
Eritrea;Gabon;2
Eritrea;Iceland;2
Eritrea;Malaysia;2
Eritrea;Central African Republic;1
Eritrea;Equatorial Guinea;1
Eritrea;Israel;1
Eritrea;Japan;1
Eritrea;Lesotho;1
Eritrea;Morocco;1
Eritrea;New Zealand;1
Eritrea;Russia;1
Eritrea;South Korea;1
Eritrea;Turkey;1
Eritrea;Afghanistan;0
Eritrea;Albania;0
Eritrea;Argentina;0
Eritrea;Armenia;0
Eritrea;Aruba;0
Eritrea;Azerbaijan;0
Eritrea;Bahamas;0
Eritrea;Bangladesh;0
Eritrea;Barbados;0
Eritrea;Belarus;0
Eritrea;Belize;0
Eritrea;Benin;0
Eritrea;Bhutan;0
Eritrea;Bolivia;0
Eritrea;Bosnia & Herzegovina;0
Eritrea;Botswana;0
Eritrea;Brunei;0
Eritrea;Burkina Faso;0
Eritrea;Cambodia;0
Eritrea;Cameroon;0
Eritrea;Cape Verde;0
Eritrea;Chad;0
Eritrea;Channel Islands;0
Eritrea;Chile;0
Eritrea;Colombia;0
Eritrea;Costa Rica;0
Eritrea;Croatia;0
Eritrea;Cuba;0
Eritrea;Cyprus;0
Eritrea;Dominican Republic;0
Eritrea;Ecuador;0
Eritrea;El Salvador;0
Eritrea;Eritrea;0
Eritrea;Estonia;0
Eritrea;Fiji;0
Eritrea;French Guiana;0
Eritrea;French Polynesia;0
Eritrea;Gambia;0
Eritrea;Georgia;0
Eritrea;Ghana;0
Eritrea;Grenada;0
Eritrea;Guadeloupe;0
Eritrea;Guam;0
Eritrea;Guatemala;0
Eritrea;Guinea-Bissau;0
Eritrea;Guyana;0
Eritrea;Haiti;0
Eritrea;Honduras;0
Eritrea;Hong Kong;0
Eritrea;Indonesia;0
Eritrea;Iran;0
Eritrea;Ivory Coast;0
Eritrea;Jamaica;0
Eritrea;Kazakhstan;0
Eritrea;Kyrgyzstan;0
Eritrea;Laos;0
Eritrea;Lebanon;0
Eritrea;Liberia;0
Eritrea;Macao;0
Eritrea;Macedonia;0
Eritrea;Maldives;0
Eritrea;Mali;0
Eritrea;Martinique;0
Eritrea;Mauritania;0
Eritrea;Mauritius;0
Eritrea;Mexico;0
Eritrea;Micronesia;0
Eritrea;Moldova;0
Eritrea;Mongolia;0
Eritrea;Montenegro;0
Eritrea;Myanmar;0
Eritrea;Namibia;0
Eritrea;Nepal;0
Eritrea;New Caledonia;0
Eritrea;Nicaragua;0
Eritrea;Niger;0
Eritrea;Nigeria;0
Eritrea;North Korea;0
Eritrea;Oman;0
Eritrea;Pakistan;0
Eritrea;Palestine;0
Eritrea;Panama;0
Eritrea;Papua New Guinea;0
Eritrea;Paraguay;0
Eritrea;Peru;0
Eritrea;Philippines;0
Eritrea;Puerto Rico;0
Eritrea;Reunion;0
Eritrea;Saint Lucia;0
Eritrea;Saint Vincent & Grenadines;0
Eritrea;Samoa;0
Eritrea;Sao Tome & Principe;0
Eritrea;Saudi Arabia;0
Eritrea;Senegal;0
Eritrea;Serbia;0
Eritrea;Sierra Leone;0
Eritrea;Singapore;0
Eritrea;Slovakia;0
Eritrea;Solomon Islands;0
Eritrea;Sri Lanka;0
Eritrea;Suriname;0
Eritrea;Swaziland;0
Eritrea;Syria;0
Eritrea;Tajikistan;0
Eritrea;Thailand;0
Eritrea;Timor-Leste;0
Eritrea;Togo;0
Eritrea;Tonga;0
Eritrea;Trinidad & Tobago;0
Eritrea;Tunisia;0
Eritrea;Turkmenistan;0
Eritrea;Ukraine;0
Eritrea;Uruguay;0
Eritrea;Uzbekistan;0
Eritrea;Vanuatu;0
Eritrea;Vietnam;0
Eritrea;Virgin Islands;0
Eritrea;Western Sahara;0
Estonia;Russia;22004
Estonia;Ukraine;7020
Estonia;Finland;5111
Estonia;Kazakhstan;2324
Estonia;Belarus;2002
Estonia;United States;1752
Estonia;Germany;1576
Estonia;United Kingdom;1366
Estonia;Sweden;1027
Estonia;Latvia;733
Estonia;Uzbekistan;494
Estonia;Norway;491
Estonia;Australia;380
Estonia;Canada;369
Estonia;Ireland;326
Estonia;Spain;299
Estonia;Lithuania;265
Estonia;Poland;259
Estonia;Italy;255
Estonia;Azerbaijan;243
Estonia;Bulgaria;212
Estonia;Georgia;210
Estonia;France;194
Estonia;Moldova;178
Estonia;Denmark;161
Estonia;Kyrgyzstan;161
Estonia;Netherlands;160
Estonia;Belgium;113
Estonia;Czech Republic;105
Estonia;Switzerland;97
Estonia;Romania;89
Estonia;Luxembourg;88
Estonia;Austria;78
Estonia;Armenia;74
Estonia;Tajikistan;66
Estonia;Turkey;65
Estonia;Turkmenistan;50
Estonia;Hungary;47
Estonia;Brazil;34
Estonia;China;34
Estonia;Greece;34
Estonia;Israel;33
Estonia;Portugal;32
Estonia;India;30
Estonia;Slovakia;25
Estonia;South Africa;25
Estonia;Slovenia;20
Estonia;Iceland;19
Estonia;South Korea;18
Estonia;Egypt;12
Estonia;Nigeria;12
Estonia;Japan;10
Estonia;Argentina;8
Estonia;Iran;8
Estonia;Malta;8
Estonia;Venezuela;8
Estonia;Cyprus;7
Estonia;Mexico;7
Estonia;Pakistan;7
Estonia;Croatia;6
Estonia;Mongolia;6
Estonia;Peru;6
Estonia;Philippines;6
Estonia;Nepal;4
Estonia;Serbia;4
Estonia;Thailand;4
Estonia;Algeria;3
Estonia;Bangladesh;3
Estonia;Colombia;3
Estonia;Morocco;3
Estonia;New Zealand;3
Estonia;Vietnam;3
Estonia;Afghanistan;2
Estonia;Albania;2
Estonia;Bahamas;2
Estonia;Cameroon;2
Estonia;Cuba;2
Estonia;Lebanon;2
Estonia;Libya;2
Estonia;Sri Lanka;2
Estonia;Tunisia;2
Estonia;Angola;1
Estonia;Bolivia;1
Estonia;Cambodia;1
Estonia;Chile;1
Estonia;Congo;1
Estonia;Costa Rica;1
Estonia;Ecuador;1
Estonia;Ethiopia;1
Estonia;Ghana;1
Estonia;Guatemala;1
Estonia;Indonesia;1
Estonia;Iraq;1
Estonia;Jordan;1
Estonia;Kenya;1
Estonia;Kuwait;1
Estonia;Macedonia;1
Estonia;Malaysia;1
Estonia;Saudi Arabia;1
Estonia;Singapore;1
Estonia;Sudan;1
Estonia;Syria;1
Estonia;Uganda;1
Estonia;United Arab Emirates;1
Estonia;Aruba;0
Estonia;Bahrain;0
Estonia;Barbados;0
Estonia;Belize;0
Estonia;Benin;0
Estonia;Bhutan;0
Estonia;Bosnia & Herzegovina;0
Estonia;Botswana;0
Estonia;Brunei;0
Estonia;Burkina Faso;0
Estonia;Burundi;0
Estonia;Cape Verde;0
Estonia;Central African Republic;0
Estonia;Chad;0
Estonia;Channel Islands;0
Estonia;Comoros;0
Estonia;Djibouti;0
Estonia;Dominican Republic;0
Estonia;DR Congo;0
Estonia;El Salvador;0
Estonia;Equatorial Guinea;0
Estonia;Eritrea;0
Estonia;Estonia;0
Estonia;Fiji;0
Estonia;French Guiana;0
Estonia;French Polynesia;0
Estonia;Gabon;0
Estonia;Gambia;0
Estonia;Grenada;0
Estonia;Guadeloupe;0
Estonia;Guam;0
Estonia;Guinea;0
Estonia;Guinea-Bissau;0
Estonia;Guyana;0
Estonia;Haiti;0
Estonia;Honduras;0
Estonia;Hong Kong;0
Estonia;Ivory Coast;0
Estonia;Jamaica;0
Estonia;Laos;0
Estonia;Lesotho;0
Estonia;Liberia;0
Estonia;Macao;0
Estonia;Madagascar;0
Estonia;Malawi;0
Estonia;Maldives;0
Estonia;Mali;0
Estonia;Martinique;0
Estonia;Mauritania;0
Estonia;Mauritius;0
Estonia;Mayotte;0
Estonia;Micronesia;0
Estonia;Montenegro;0
Estonia;Mozambique;0
Estonia;Myanmar;0
Estonia;Namibia;0
Estonia;New Caledonia;0
Estonia;Nicaragua;0
Estonia;Niger;0
Estonia;North Korea;0
Estonia;Oman;0
Estonia;Palestine;0
Estonia;Panama;0
Estonia;Papua New Guinea;0
Estonia;Paraguay;0
Estonia;Puerto Rico;0
Estonia;Qatar;0
Estonia;Reunion;0
Estonia;Rwanda;0
Estonia;Saint Lucia;0
Estonia;Saint Vincent & Grenadines;0
Estonia;Samoa;0
Estonia;Sao Tome & Principe;0
Estonia;Senegal;0
Estonia;Sierra Leone;0
Estonia;Solomon Islands;0
Estonia;Somalia;0
Estonia;South Sudan;0
Estonia;Suriname;0
Estonia;Swaziland;0
Estonia;Tanzania;0
Estonia;Timor-Leste;0
Estonia;Togo;0
Estonia;Tonga;0
Estonia;Trinidad & Tobago;0
Estonia;Uruguay;0
Estonia;Vanuatu;0
Estonia;Virgin Islands;0
Estonia;Western Sahara;0
Estonia;Yemen;0
Estonia;Zambia;0
Estonia;Zimbabwe;0
Ethiopia;Somalia;45797
Ethiopia;South Sudan;41924
Ethiopia;United States;31245
Ethiopia;Eritrea;18393
Ethiopia;Saudi Arabia;17168
Ethiopia;Sudan;15865
Ethiopia;Israel;10140
Ethiopia;Kenya;6077
